cell,strategy,entries,sl_multiplier,trailing_open,trailing_close,max_hold,activation_delay,jan_net,jan_dd,jan_edge,jan_oos,jan_signals,pass_dd40,pass_dd50
tcal_e7_slm18_to07_tc05_mh60_ad1,TC18,7,1.8,0.7,0.5,60,1,63821589005.63,29.55,111648.1,5266.17,10140,True,True
tcal_e7_slm18_to07_tc075_mh60_ad2,TC18,7,1.8,0.7,0.75,60,2,56999755460.09,31.25,111001.21,5636.78,10140,True,True
tcal_e7_slm17_to07_tc05_mh60_ad2,TC18,7,1.7,0.7,0.5,60,2,127388145763.2,29.75,110795.86,5554.39,10140,True,True
tcal_e7_slm18_to07_tc075_mh60_ad1,TC18,7,1.8,0.7,0.75,60,1,55259171330.96,29.59,110606.83,5208.17,10140,True,True
tcal_e7_slm17_to07_tc05_mh60_ad1,TC18,7,1.7,0.7,0.5,60,1,118716409622.22,29.34,109844.85,5079.12,10140,True,True
tcal_e7_slm17_to07_tc075_mh60_ad2,TC18,7,1.7,0.7,0.75,60,2,108616255028.03,29.92,109753.31,5489.14,10140,True,True
tcal_e7_slm16_to07_tc05_mh60_ad2,TC18,7,1.6,0.7,0.5,60,2,254431334497.09,32.22,109395.58,5741.52,10140,True,True
tcal_e7_slm16_to07_tc05_mh60_ad1,TC18,7,1.6,0.7,0.5,60,1,247366250483.72,32.27,109233.4,5167.24,10140,True,True
tcal_e7_slm17_to07_tc075_mh60_ad1,TC18,7,1.7,0.7,0.75,60,1,99363852942.93,30.12,108813.08,5021.12,10140,True,True
tcal_e7_slm16_to07_tc075_mh60_ad2,TC18,7,1.6,0.7,0.75,60,2,211483128502.15,32.77,108368.03,5677.02,10140,True,True
tcal_e7_slm16_to07_tc075_mh60_ad1,TC18,7,1.6,0.7,0.75,60,1,210245345062.8,32.3,108218.13,5111.24,10140,True,True
